Alabama
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Newton              64    73    78    81    87    88    93
Noxubee             52    55    61    66    73    79    79
Oktibbeha           46    48    49    51    51    52    52
Panola              38    38    38    39    39    39    40
Pearl River        153   154   157   163   175   176   177
Perry               26    26    26    27    27    27    29
Pike               136   142   143   148   149   153   155
Pontotoc            18    18    18    18    18    20    22
Prentiss            32    31    32    32    32    32    32
Quitman             14    14    14    14    15    15    15
Rankin             171   179   182   186   194   197   200
Scott              258   281   296   316   339   354   358
Sharkey              5     5     5     5     5     5     5
Simpson             40    43    45    46    47    47    48
Smith               65    66    73    74    76    78    79
Stone               22    22    22    22    22    22    22
Sunflower           52    52    53    53    55    55    56
Tallahatchie        11    11    11    11    11    12    12
Tate                38    39    41    41    42    41    43
Tippah              52    53    53    54    56    56    57
Tishomingo           8     7     7     7     7     8     8
Tunica              35    35    35    35    35    35    36
Unassigned           0     0     0     0     0     0     0
Unassigned           0     0     0     0     0     0     0
Union               15    16    16    17    19    25    27
Walthall            29    30    30    31    32    32    33
Warren              50    58    65    68    74    78    81
Washington          77    77    77    77    77    77    77
Wayne               19    19    20    23    23    24    24
Webster             16    17    17    18    19    19    19
Wilkinson           68    68    69    69    69    69    69
Winston             40    41    43    42    44    47    47
Yalobusha           19    19    19    19    20    20    20
Yazoo              126   129   134   135   139   144   147
totals            6094  6342  6569  6815  7212  7441  7550

Missouri
date             4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adair              12    12    12    12    12    12    12
Andrew              2     2     2     2     3     3     5
Atchison            2     2     2     2     2     2     2
Audrain             1     1     1     1     1     1     1
Barry               6     6     6     6     6     6     6
Barton              0     0     0     0     0     0     0
Bates               6     6     6     6     6     6     6
Benton              4     4     4     8     8     8     8
Bollinger           4     4     4     4     4     4     4
Boone              98    99    99   100   102   102   102
Buchanan           63    68    76    87   141   185   229
Butler             26    26    26    26    25    26    26
Caldwell            3     3     3     3     3     3     3
Callaway           20    22    22    22    22    23    23
Camden             35    35    35    35    35    35    35
Cape Girardeau     48    48    49    49    49    49    49
Carroll             3     3     3     3     3     3     3
Carter              3     3     3     3     3     3     3
Cass               58    61    61    62    63    63    63
Cedar               5     5     5     5     5     5     5
Chariton            5     5     5     5     5     5     5
Christian          19    19    19    19    19    19    19
Clark               1     1     1     1     1     1     1
Clay               68    69    69    70    72    75    76
Clinton            11    11    11    11    11    11    11
Cole               50    50    50    51    51    53    54
Cooper              7     7     7     7     9     9     9
Crawford            7     7     7     8     8     8     8
Dade                0     0     0     0     0     0     0
Dallas              2     2     2     2     2     2     2
Daviess             2     2     2     2     2     3     3
DeKalb              3     3     3     3     3     3     3
