Alabama
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Macoupin         0     0     0     0     0     0     0
Madison         17    18    19    21    22    22    24
Marion           0     0     0     0     0     0     0
Marshall         0     0     0     0     0     0     0
Mason            0     0     0     0     0     0     0
Massac           0     0     0     0     0     0     0
McDonough        0     0     0     0     0     1     1
McHenry         28    31    33    34    37    38    37
McLean           3     3     3     3     3     3     3
Menard           0     0     0     0     0     0     0
Mercer           0     0     0     0     0     0     0
Monroe          10    10    10    10    10    10    11
Montgomery       1     1     1     1     1     1     1
Morgan           1     1     1     1     1     1     1
Moultrie         0     0     0     0     0     0     0
Ogle             1     1     1     1     1     1     1
Peoria           2     2     2     3     3     3     3
Perry            0     0     0     0     0     0     0
Piatt            0     0     0     0     0     0     0
Pike             0     0     0     0     0     0     0
Pope             0     0     0     0     0     0     0
Pulaski          0     0     0     0     0     0     0
Putnam           0     0     0     0     0     0     0
Randolph         1     1     1     1     1     1     1
Richland         0     0     0     0     0     0     0
Rock Island      8     9     9     9     9     9     9
Saline           0     0     0     0     0     0     0
Sangamon         8     8     9     9    10    11    11
Schuyler         0     0     0     0     0     0     0
Scott            0     0     0     0     0     0     0
Shelby           0     0     1     1     1     1     1
St. Clair       24    25    29    30    31    33    33
Stark            0     0     0     0     0     0     0
Stephenson       0     0     0     0     0     0     0
Tazewell         3     3     3     3     3     3     3
Unassigned       0     0     0     1     2     1     0
Unassigned       0     0     0     0     0     0     0
Union            0     0     0     0     0     0     0
Vermilion        0     0     1     1     1     1     1
Wabash           0     0     0     0     0     0     0
Warren           0     0     0     0     0     0     0
Washington       0     0     0     0     0     0     0
Wayne            0     0     0     0     0     0     0
White            0     0     0     0     0     0     0
Whiteside        5     5     5     5     6     6     6
Will           136   145   148   151   158   164   162
Williamson       0     0     0     0     0     0     0
Winnebago        8    10    10    11    11    11    16
Woodford         1     1     1     1     1     1     1
totals        1983  2125  2215  2355  2457  2559  2618

Indiana
date          4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams            1     1     1     1     1     1     1
Allen           33    37    43    50    51    52    54
Bartholomew     10    11    12    12    12    14    14
Benton           0     0     0     0     0     0     0
Blackford        1     1     1     1     1     1     1
Boone           20    20    20    20    23    23    23
Brown            1     1     1     1     1     1     1
Carroll          1     1     1     1     1     1     1
Cass             1     1     3     2     2     2     2
Clark           13    13    13    14    16    16    16
Clay             1     1     1     1     1     1     1
Clinton          1     1     1     1     1     1     1
Crawford         0     0     0     0     0     0     0
Daviess          9    11    11    11    13    14    14
DeKalb           1     1     1     1     1     1     1
Dearborn         6     6     6     6     6     8     9
Decatur         27    27    27    28    28    28    28
Delaware        13    13    13    15    15    15    15
Dubois           0     0     0     0     0     0     0
Elkhart          5     7     7     7     9     9    12
Fayette          4     4     4     4     4     4     4
Floyd           12    13    16    16    16    17    17
Fountain         2     2     2     2     2     2     2
Franklin         7     7     7     7     7     7     7
Fulton           0     0     0     1     1     1     1
Gibson           0     0     0     0     0     0     0
Grant            7     8     9    10    10    12    12
Greene           5     6     6     6     6     6     6
Hamilton        52    58    60    62    67    68    69
Hancock          9     9     9     9     9    10    11
Harrison         5     5     7     8     8     8     8
Hendricks       29    31    33    34    40    41    41
Henry            1     1     1     1     1     1     1
Howard           5     5     5     5     7     9     9
Huntington       2     2     2     2     2     2     2
Jackson          0     1     1     1     1     1     1
